product_id,month,units_sold
OFF-PA-10003252,2011-11-01,2
OFF-PA-10003252,2012-05-01,9
OFF-PA-10003252,2012-10-01,3
OFF-PA-10003252,2013-03-01,1
OFF-PA-10003252,2013-06-01,5
OFF-PA-10003252,2013-12-01,14
OFF-PA-10003252,2014-10-01,2
OFF-PA-10003256,2012-12-01,3
OFF-PA-10003256,2013-08-01,7
OFF-PA-10003256,2014-08-01,1
OFF-PA-10003270,2011-09-01,8
OFF-PA-10003270,2011-11-01,6
OFF-PA-10003270,2011-12-01,2
OFF-PA-10003270,2013-08-01,2
OFF-PA-10003273,2011-10-01,6
OFF-PA-10003296,2013-05-01,3
OFF-PA-10003296,2014-08-01,2
OFF-PA-10003301,2011-02-01,1
OFF-PA-10003301,2011-12-01,7
OFF-PA-10003301,2012-09-01,8
OFF-PA-10003301,2013-04-01,3
OFF-PA-10003301,2013-12-01,3
OFF-PA-10003301,2014-04-01,6
OFF-PA-10003302,2011-12-01,4
OFF-PA-10003302,2012-08-01,2
OFF-PA-10003302,2012-12-01,6
OFF-PA-10003302,2013-12-01,3
OFF-PA-10003302,2014-08-01,5
OFF-PA-10003302,2014-09-01,3
OFF-PA-10003302,2014-11-01,9
OFF-PA-10003303,2012-09-01,5
OFF-PA-10003303,2013-06-01,2
OFF-PA-10003303,2014-09-01,9
OFF-PA-10003303,2014-11-01,2
OFF-PA-10003309,2011-04-01,3
OFF-PA-10003309,2011-11-01,2
OFF-PA-10003309,2012-06-01,6
OFF-PA-10003309,2014-11-01,8
OFF-PA-10003320,2012-02-01,4
OFF-PA-10003332,2012-01-01,5
OFF-PA-10003332,2013-07-01,7
OFF-PA-10003332,2014-01-01,2
OFF-PA-10003332,2014-02-01,2
OFF-PA-10003332,2014-10-01,7
OFF-PA-10003332,2014-12-01,8
OFF-PA-10003333,2014-06-01,6
OFF-PA-10003338,2012-07-01,3
OFF-PA-10003338,2014-06-01,7
OFF-PA-10003349,2011-03-01,2
OFF-PA-10003349,2011-04-01,2
OFF-PA-10003349,2012-02-01,2
OFF-PA-10003349,2012-07-01,3
OFF-PA-10003349,2012-11-01,3
OFF-PA-10003349,2013-06-01,5
OFF-PA-10003350,2011-09-01,1
OFF-PA-10003350,2011-10-01,3
OFF-PA-10003350,2012-03-01,4
OFF-PA-10003350,2013-06-01,3
OFF-PA-10003350,2014-03-01,4
OFF-PA-10003359,2011-11-01,3
OFF-PA-10003363,2011-02-01,2
OFF-PA-10003363,2012-05-01,3
OFF-PA-10003363,2012-06-01,5
OFF-PA-10003363,2013-12-01,7
OFF-PA-10003365,2011-06-01,3
OFF-PA-10003365,2014-11-01,5
OFF-PA-10003380,2012-01-01,8
OFF-PA-10003380,2012-09-01,1
OFF-PA-10003380,2013-09-01,2
OFF-PA-10003380,2014-01-01,3
OFF-PA-10003380,2014-08-01,2
OFF-PA-10003380,2014-10-01,6
OFF-PA-10003381,2011-08-01,2
OFF-PA-10003381,2011-12-01,3
OFF-PA-10003381,2012-10-01,6
OFF-PA-10003381,2012-11-01,3
OFF-PA-10003381,2013-06-01,3
OFF-PA-10003381,2014-10-01,8
OFF-PA-10003389,2014-07-01,2
OFF-PA-10003390,2011-12-01,7
OFF-PA-10003390,2012-02-01,3
OFF-PA-10003390,2012-03-01,5
OFF-PA-10003390,2012-12-01,5
OFF-PA-10003390,2013-08-01,2
OFF-PA-10003390,2014-06-01,4
OFF-PA-10003395,2011-06-01,4
OFF-PA-10003395,2011-11-01,7
OFF-PA-10003395,2012-11-01,4
OFF-PA-10003395,2013-07-01,7
OFF-PA-10003395,2014-08-01,1
OFF-PA-10003395,2014-09-01,3
OFF-PA-10003405,2011-01-01,1
OFF-PA-10003405,2011-12-01,11
OFF-PA-10003405,2013-05-01,2
OFF-PA-10003405,2013-07-01,2
OFF-PA-10003407,2011-01-01,3
OFF-PA-10003407,2013-06-01,2
OFF-PA-10003407,2013-09-01,3
OFF-PA-10003407,2013-10-01,7
OFF-PA-10003407,2014-08-01,3
OFF-PA-10003407,2014-10-01,3
OFF-PA-10003416,2011-07-01,2
OFF-PA-10003416,2012-04-01,1
OFF-PA-10003416,2012-05-01,6
OFF-PA-10003416,2012-06-01,2
OFF-PA-10003416,2012-07-01,3
OFF-PA-10003416,2012-11-01,4
OFF-PA-10003416,2013-06-01,3
OFF-PA-10003416,2013-09-01,2
OFF-PA-10003416,2014-08-01,4
OFF-PA-10003416,2014-09-01,9
OFF-PA-10003416,2014-11-01,3
OFF-PA-10003418,2011-09-01,6
OFF-PA-10003418,2012-09-01,2
OFF-PA-10003418,2013-11-01,8
OFF-PA-10003418,2014-03-01,1
OFF-PA-10003418,2014-10-01,5
OFF-PA-10003424,2012-09-01,4
OFF-PA-10003424,2013-01-01,2
OFF-PA-10003424,2014-01-01,2
OFF-PA-10003424,2014-05-01,5
OFF-PA-10003424,2014-09-01,3
OFF-PA-10003424,2014-10-01,2
OFF-PA-10003424,2014-11-01,3
OFF-PA-10003441,2011-04-01,9
OFF-PA-10003441,2012-08-01,9
OFF-PA-10003441,2012-09-01,2
OFF-PA-10003441,2012-11-01,6
OFF-PA-10003441,2012-12-01,4
OFF-PA-10003441,2013-04-01,3
OFF-PA-10003441,2013-06-01,10
OFF-PA-10003441,2013-07-01,2
OFF-PA-10003441,2014-07-01,4
OFF-PA-10003441,2014-08-01,4
OFF-PA-10003449,2011-07-01,4
OFF-PA-10003449,2012-07-01,5
OFF-PA-10003449,2014-01-01,2
OFF-PA-10003449,2014-10-01,2
OFF-PA-10003455,2011-03-01,2
OFF-PA-10003455,2011-12-01,2
OFF-PA-10003455,2012-09-01,5
OFF-PA-10003455,2013-03-01,2
OFF-PA-10003455,2013-05-01,2
OFF-PA-10003455,2014-01-01,18
OFF-PA-10003455,2014-06-01,19
OFF-PA-10003455,2014-07-01,2
OFF-PA-10003465,2011-11-01,5
OFF-PA-10003465,2012-05-01,2
OFF-PA-10003465,2013-02-01,2
OFF-PA-10003465,2014-02-01,2
OFF-PA-10003475,2012-08-01,6
OFF-PA-10003475,2013-01-01,8
OFF-PA-10003475,2014-09-01,1
OFF-PA-10003492,2011-12-01,2
OFF-PA-10003492,2012-03-01,1
OFF-PA-10003492,2012-06-01,3
OFF-PA-10003492,2014-07-01,1
OFF-PA-10003499,2012-09-01,2
OFF-PA-10003499,2013-06-01,4
OFF-PA-10003499,2013-11-01,3
OFF-PA-10003499,2014-04-01,9
OFF-PA-10003499,2014-10-01,5
OFF-PA-10003510,2013-12-01,5
OFF-PA-10003510,2014-08-01,4
OFF-PA-10003510,2014-11-01,9
OFF-PA-10003511,2011-06-01,2
OFF-PA-10003511,2011-08-01,3
OFF-PA-10003511,2012-02-01,3
OFF-PA-10003511,2013-08-01,5
OFF-PA-10003511,2014-01-01,8
OFF-PA-10003511,2014-07-01,7
OFF-PA-10003511,2014-10-01,3
OFF-PA-10003513,2012-04-01,3
OFF-PA-10003513,2012-09-01,6
OFF-PA-10003513,2013-01-01,2
OFF-PA-10003513,2013-04-01,4
OFF-PA-10003513,2014-07-01,2
OFF-PA-10003513,2014-10-01,2
OFF-PA-10003513,2014-11-01,9
OFF-PA-10003517,2011-07-01,5
OFF-PA-10003517,2012-09-01,6
OFF-PA-10003517,2012-12-01,5
OFF-PA-10003517,2013-09-01,5
OFF-PA-10003517,2014-08-01,9
OFF-PA-10003518,2013-06-01,5
OFF-PA-10003518,2013-09-01,4
OFF-PA-10003518,2014-08-01,1
OFF-PA-10003527,2014-09-01,2
OFF-PA-10003543,2011-04-01,2
OFF-PA-10003543,2011-09-01,3
OFF-PA-10003550,2011-06-01,5
OFF-PA-10003550,2011-10-01,4
OFF-PA-10003550,2012-04-01,7
OFF-PA-10003550,2012-10-01,6
OFF-PA-10003550,2013-11-01,4
OFF-PA-10003550,2014-11-01,11
OFF-PA-10003556,2012-11-01,5
OFF-PA-10003571,2012-02-01,3
OFF-PA-10003571,2012-10-01,4
OFF-PA-10003571,2013-05-01,5
OFF-PA-10003571,2013-06-01,2
OFF-PA-10003571,2013-10-01,3
OFF-PA-10003573,2011-11-01,3
OFF-PA-10003573,2012-09-01,4
OFF-PA-10003573,2014-06-01,4
OFF-PA-10003573,2014-08-01,2
OFF-PA-10003586,2012-09-01,4
OFF-PA-10003591,2011-11-01,3
OFF-PA-10003591,2012-10-01,3
OFF-PA-10003591,2013-05-01,9
OFF-PA-10003625,2011-11-01,4
OFF-PA-10003625,2012-08-01,2
OFF-PA-10003625,2013-08-01,5
OFF-PA-10003640,2014-08-01,6
OFF-PA-10003640,2014-12-01,4
OFF-PA-10003641,2011-03-01,6
OFF-PA-10003641,2011-06-01,3
OFF-PA-10003641,2011-12-01,6
OFF-PA-10003641,2013-05-01,3
OFF-PA-10003641,2013-07-01,5
OFF-PA-10003641,2014-07-01,3
OFF-PA-10003641,2014-09-01,8
OFF-PA-10003641,2014-11-01,6
OFF-PA-10003651,2013-09-01,1
OFF-PA-10003651,2014-03-01,4
OFF-PA-10003651,2014-11-01,12
OFF-PA-10003651,2014-12-01,9
OFF-PA-10003654,2011-06-01,3
OFF-PA-10003654,2012-01-01,5
OFF-PA-10003654,2013-10-01,2
OFF-PA-10003654,2014-06-01,5
OFF-PA-10003654,2014-08-01,4
OFF-PA-10003654,2014-10-01,4
OFF-PA-10003656,2012-12-01,7
OFF-PA-10003656,2013-01-01,3
OFF-PA-10003656,2013-06-01,4
OFF-PA-10003656,2014-09-01,7
OFF-PA-10003657,2011-12-01,3
OFF-PA-10003657,2012-08-01,1
OFF-PA-10003657,2014-05-01,2
OFF-PA-10003657,2014-09-01,12
OFF-PA-10003664,2011-10-01,3
OFF-PA-10003664,2012-12-01,5
OFF-PA-10003664,2013-04-01,3
OFF-PA-10003664,2014-11-01,5
OFF-PA-10003664,2014-12-01,1
OFF-PA-10003673,2013-12-01,10
OFF-PA-10003673,2014-01-01,4
OFF-PA-10003673,2014-03-01,4
OFF-PA-10003673,2014-04-01,3
OFF-PA-10003673,2014-07-01,2
OFF-PA-10003673,2014-11-01,15
OFF-PA-10003681,2014-09-01,4
OFF-PA-10003686,2011-12-01,3
OFF-PA-10003686,2012-05-01,4
OFF-PA-10003686,2013-05-01,6
OFF-PA-10003686,2013-09-01,3
OFF-PA-10003686,2013-10-01,3
OFF-PA-10003686,2013-11-01,12
OFF-PA-10003686,2014-10-01,2
OFF-PA-10003699,2011-12-01,4
OFF-PA-10003708,2012-03-01,2
OFF-PA-10003708,2012-07-01,3
OFF-PA-10003708,2012-08-01,2
OFF-PA-10003708,2013-10-01,1
OFF-PA-10003708,2013-11-01,9
OFF-PA-10003708,2014-08-01,3
OFF-PA-10003715,2013-02-01,3
OFF-PA-10003715,2013-05-01,2
OFF-PA-10003718,2011-05-01,3
OFF-PA-10003718,2013-04-01,3
OFF-PA-10003718,2013-10-01,4
OFF-PA-10003718,2013-12-01,3
OFF-PA-10003718,2014-09-01,5
OFF-PA-10003718,2014-12-01,3
OFF-PA-10003724,2011-09-01,4
OFF-PA-10003724,2011-11-01,5
OFF-PA-10003724,2012-05-01,2
OFF-PA-10003724,2014-10-01,8
OFF-PA-10003724,2014-11-01,9
OFF-PA-10003724,2014-12-01,7
OFF-PA-10003729,2014-08-01,7
OFF-PA-10003729,2014-12-01,2
OFF-PA-10003731,2011-01-01,6
OFF-PA-10003731,2013-05-01,2
OFF-PA-10003731,2013-07-01,2
OFF-PA-10003731,2013-10-01,12
OFF-PA-10003731,2014-08-01,2
OFF-PA-10003731,2014-12-01,3
OFF-PA-10003739,2014-10-01,2
OFF-PA-10003744,2011-06-01,9
OFF-PA-10003744,2012-10-01,3
OFF-PA-10003744,2013-08-01,3
OFF-PA-10003744,2013-09-01,2
OFF-PA-10003744,2014-05-01,10
OFF-PA-10003744,2014-08-01,3
OFF-PA-10003744,2014-09-01,4
OFF-PA-10003744,2014-12-01,5
OFF-PA-10003774,2011-10-01,3
OFF-PA-10003774,2012-10-01,7
OFF-PA-10003774,2013-05-01,3
OFF-PA-10003784,2011-12-01,3
OFF-PA-10003784,2012-05-01,2
OFF-PA-10003784,2013-07-01,2
OFF-PA-10003784,2014-01-01,3
OFF-PA-10003790,2012-01-01,8
OFF-PA-10003790,2012-05-01,1
OFF-PA-10003790,2013-05-01,8
OFF-PA-10003790,2013-09-01,3
OFF-PA-10003790,2014-06-01,3
OFF-PA-10003790,2014-08-01,3
OFF-PA-10003796,2013-04-01,8
OFF-PA-10003796,2014-05-01,3
OFF-PA-10003797,2011-04-01,3
OFF-PA-10003797,2012-07-01,3
OFF-PA-10003797,2013-04-01,8
OFF-PA-10003797,2014-09-01,7
OFF-PA-10003797,2014-11-01,8
OFF-PA-10003805,2012-06-01,4
OFF-PA-10003805,2013-05-01,13
OFF-PA-10003805,2013-06-01,7
OFF-PA-10003805,2013-09-01,7
OFF-PA-10003805,2014-08-01,2
OFF-PA-10003808,2011-11-01,4
OFF-PA-10003808,2013-11-01,2
OFF-PA-10003823,2011-10-01,4
OFF-PA-10003823,2012-11-01,5
OFF-PA-10003823,2014-11-01,9
OFF-PA-10003832,2011-06-01,2
OFF-PA-10003832,2013-03-01,3
OFF-PA-10003832,2013-05-01,2
OFF-PA-10003832,2013-06-01,12
OFF-PA-10003832,2014-06-01,4
OFF-PA-10003832,2014-12-01,5
OFF-PA-10003835,2014-11-01,2
OFF-PA-10003838,2012-05-01,2
OFF-PA-10003838,2013-01-01,5
OFF-PA-10003838,2013-09-01,6
OFF-PA-10003838,2014-03-01,3
OFF-PA-10003838,2014-04-01,4
OFF-PA-10003845,2011-12-01,6
OFF-PA-10003845,2013-11-01,7
OFF-PA-10003845,2014-09-01,2
OFF-PA-10003845,2014-11-01,1
OFF-PA-10003848,2012-03-01,3
OFF-PA-10003848,2012-06-01,4
OFF-PA-10003848,2012-11-01,4
OFF-PA-10003848,2013-08-01,2
OFF-PA-10003848,2014-01-01,2
OFF-PA-10003848,2014-05-01,8
OFF-PA-10003848,2014-06-01,3
OFF-PA-10003848,2014-09-01,4
OFF-PA-10003868,2011-03-01,4
OFF-PA-10003868,2011-04-01,5
OFF-PA-10003868,2012-05-01,2
OFF-PA-10003868,2013-02-01,9
OFF-PA-10003868,2013-08-01,4
OFF-PA-10003868,2013-09-01,5
OFF-PA-10003868,2014-05-01,4
OFF-PA-10003875,2014-07-01,6
OFF-PA-10003875,2014-11-01,2
OFF-PA-10003878,2011-10-01,2
OFF-PA-10003878,2012-08-01,5
OFF-PA-10003878,2012-11-01,7
OFF-PA-10003878,2013-04-01,2
OFF-PA-10003878,2013-09-01,2
OFF-PA-10003883,2011-06-01,3
OFF-PA-10003883,2012-08-01,4
OFF-PA-10003883,2012-11-01,3
OFF-PA-10003883,2012-12-01,5
OFF-PA-10003883,2014-07-01,4
OFF-PA-10003884,2011-11-01,6
OFF-PA-10003884,2011-12-01,4
OFF-PA-10003884,2012-01-01,2
OFF-PA-10003884,2013-02-01,14
OFF-PA-10003884,2014-07-01,2
OFF-PA-10003892,2012-11-01,3
OFF-PA-10003892,2013-01-01,4
OFF-PA-10003892,2013-02-01,7
OFF-PA-10003892,2014-06-01,2
OFF-PA-10003893,2012-05-01,3
OFF-PA-10003893,2012-08-01,5
OFF-PA-10003893,2013-04-01,3
OFF-PA-10003893,2013-12-01,9
OFF-PA-10003893,2014-08-01,2
OFF-PA-10003893,2014-09-01,4
OFF-PA-10003893,2014-12-01,2
OFF-PA-10003899,2011-01-01,3
OFF-PA-10003899,2011-02-01,5
OFF-PA-10003899,2012-06-01,3
OFF-PA-10003899,2012-09-01,4
OFF-PA-10003899,2013-03-01,4
OFF-PA-10003899,2013-06-01,5
OFF-PA-10003899,2013-08-01,2
OFF-PA-10003899,2013-09-01,1
OFF-PA-10003899,2013-12-01,8
OFF-PA-10003899,2014-06-01,3
OFF-PA-10003899,2014-08-01,4
OFF-PA-10003899,2014-10-01,4
OFF-PA-10003899,2014-12-01,6
OFF-PA-10003906,2011-05-01,6
OFF-PA-10003906,2011-10-01,2
OFF-PA-10003906,2012-02-01,3
OFF-PA-10003906,2012-06-01,7
OFF-PA-10003906,2014-01-01,3
OFF-PA-10003906,2014-06-01,2
OFF-PA-10003906,2014-07-01,3
OFF-PA-10003906,2014-12-01,2
OFF-PA-10003907,2012-08-01,3
OFF-PA-10003907,2013-03-01,3
OFF-PA-10003907,2013-05-01,10
OFF-PA-10003911,2011-12-01,1
OFF-PA-10003911,2012-06-01,6
OFF-PA-10003911,2012-12-01,3
OFF-PA-10003911,2013-04-01,3
OFF-PA-10003911,2014-06-01,4
OFF-PA-10003911,2014-10-01,11
OFF-PA-10003911,2014-12-01,5
OFF-PA-10003919,2014-10-01,2
OFF-PA-10003920,2013-04-01,3
OFF-PA-10003920,2013-05-01,3
OFF-PA-10003920,2014-06-01,3
OFF-PA-10003920,2014-09-01,3
OFF-PA-10003920,2014-11-01,2
OFF-PA-10003936,2011-08-01,4
OFF-PA-10003936,2012-04-01,3
OFF-PA-10003936,2013-01-01,3
OFF-PA-10003936,2013-05-01,3
OFF-PA-10003937,2011-12-01,3
OFF-PA-10003937,2014-05-01,4
OFF-PA-10003937,2014-06-01,2
OFF-PA-10003938,2012-05-01,9
OFF-PA-10003938,2012-06-01,7
OFF-PA-10003938,2012-08-01,4
OFF-PA-10003938,2012-11-01,3
OFF-PA-10003938,2013-05-01,8
OFF-PA-10003938,2013-06-01,1
OFF-PA-10003938,2013-12-01,10
OFF-PA-10003938,2014-12-01,2
OFF-PA-10003939,2013-09-01,6
OFF-PA-10003943,2013-05-01,1
OFF-PA-10003943,2014-03-01,1
OFF-PA-10003943,2014-04-01,5
OFF-PA-10003943,2014-08-01,2
OFF-PA-10003953,2012-12-01,2
OFF-PA-10003953,2013-01-01,2
OFF-PA-10003953,2013-03-01,2
OFF-PA-10003953,2014-06-01,1
OFF-PA-10003953,2014-10-01,1
OFF-PA-10003956,2011-08-01,5
OFF-PA-10003956,2013-06-01,4
OFF-PA-10003956,2014-09-01,2
OFF-PA-10003969,2011-10-01,6
OFF-PA-10003969,2012-11-01,3
OFF-PA-10003969,2013-11-01,5
OFF-PA-10003969,2013-12-01,2
OFF-PA-10003969,2014-10-01,2
OFF-PA-10003971,2011-07-01,2
OFF-PA-10003971,2013-05-01,5
OFF-PA-10003971,2013-09-01,3
OFF-PA-10003981,2014-10-01,3
OFF-PA-10003981,2014-11-01,3
OFF-PA-10003982,2011-10-01,2
OFF-PA-10003982,2012-10-01,6
OFF-PA-10003982,2014-02-01,3
OFF-PA-10003982,2014-03-01,3
OFF-PA-10003982,2014-11-01,2
OFF-PA-10003994,2011-05-01,2
OFF-PA-10003994,2013-02-01,5
OFF-PA-10003994,2013-11-01,2
OFF-PA-10004000,2011-09-01,3
OFF-PA-10004000,2012-11-01,3
OFF-PA-10004000,2012-12-01,6
OFF-PA-10004000,2013-06-01,1
OFF-PA-10004016,2012-06-01,3
OFF-PA-10004016,2012-08-01,5
OFF-PA-10004016,2014-11-01,3
OFF-PA-10004020,2012-12-01,1
OFF-PA-10004020,2013-06-01,3
OFF-PA-10004020,2014-03-01,4
OFF-PA-10004020,2014-08-01,3
OFF-PA-10004022,2013-03-01,2
OFF-PA-10004022,2013-09-01,1
OFF-PA-10004024,2013-08-01,1
OFF-PA-10004027,2011-05-01,4
OFF-PA-10004027,2011-11-01,9
OFF-PA-10004027,2012-05-01,2
OFF-PA-10004027,2012-10-01,3
OFF-PA-10004027,2012-12-01,5
OFF-PA-10004027,2013-01-01,2
OFF-PA-10004027,2014-07-01,1
OFF-PA-10004027,2014-10-01,3
OFF-PA-10004027,2014-12-01,5
OFF-PA-10004034,2012-12-01,4
OFF-PA-10004034,2013-05-01,4
OFF-PA-10004034,2013-06-01,5
OFF-PA-10004034,2013-08-01,2
OFF-PA-10004034,2013-09-01,9
OFF-PA-10004039,2011-11-01,4
OFF-PA-10004039,2013-01-01,2
OFF-PA-10004039,2013-11-01,2
OFF-PA-10004039,2014-10-01,4
OFF-PA-10004040,2012-06-01,9
OFF-PA-10004040,2013-05-01,6
OFF-PA-10004040,2013-09-01,5
OFF-PA-10004040,2013-12-01,4
OFF-PA-10004041,2012-01-01,5
OFF-PA-10004041,2012-11-01,5
OFF-PA-10004041,2013-12-01,4
OFF-PA-10004041,2014-02-01,4
OFF-PA-10004041,2014-09-01,3
OFF-PA-10004041,2014-10-01,4
OFF-PA-10004054,2012-12-01,6
OFF-PA-10004069,2012-03-01,10
OFF-PA-10004069,2014-03-01,7
OFF-PA-10004069,2014-05-01,3
OFF-PA-10004071,2011-04-01,1
OFF-PA-10004071,2011-10-01,2
OFF-PA-10004071,2012-09-01,2
OFF-PA-10004071,2012-12-01,1
OFF-PA-10004071,2013-07-01,1
OFF-PA-10004071,2013-11-01,2
OFF-PA-10004071,2014-03-01,5
OFF-PA-10004071,2014-09-01,3
OFF-PA-10004071,2014-11-01,4
OFF-PA-10004082,2011-06-01,6
OFF-PA-10004082,2011-11-01,2
OFF-PA-10004082,2012-01-01,5
OFF-PA-10004082,2014-05-01,1
OFF-PA-10004082,2014-09-01,14
OFF-PA-10004092,2011-09-01,1
OFF-PA-10004092,2013-02-01,3
OFF-PA-10004092,2014-11-01,3
OFF-PA-10004100,2011-09-01,6
OFF-PA-10004100,2011-11-01,7
OFF-PA-10004100,2012-09-01,11
OFF-PA-10004100,2013-07-01,8
OFF-PA-10004100,2013-12-01,3
OFF-PA-10004100,2014-07-01,7
OFF-PA-10004101,2012-05-01,5
OFF-PA-10004101,2012-10-01,7
OFF-PA-10004101,2013-03-01,2
OFF-PA-10004101,2014-04-01,2
OFF-PA-10004101,2014-09-01,11
OFF-PA-10004111,2011-04-01,2
OFF-PA-10004111,2013-09-01,4
OFF-PA-10004111,2014-02-01,2
OFF-PA-10004111,2014-05-01,2
OFF-PA-10004111,2014-06-01,7
OFF-PA-10004111,2014-09-01,4
OFF-PA-10004115,2012-01-01,2
OFF-PA-10004115,2012-06-01,11
OFF-PA-10004115,2012-10-01,11
OFF-PA-10004115,2013-05-01,1
OFF-PA-10004115,2014-07-01,4
OFF-PA-10004115,2014-08-01,14
OFF-PA-10004124,2011-12-01,4
OFF-PA-10004124,2013-08-01,1
OFF-PA-10004124,2014-05-01,7
OFF-PA-10004145,2011-05-01,2
OFF-PA-10004145,2013-11-01,8
OFF-PA-10004145,2014-08-01,7
OFF-PA-10004151,2012-08-01,2
OFF-PA-10004155,2011-01-01,12
OFF-PA-10004155,2012-05-01,10
OFF-PA-10004155,2012-10-01,3
OFF-PA-10004155,2012-11-01,5
OFF-PA-10004155,2013-11-01,2
OFF-PA-10004155,2014-09-01,1
OFF-PA-10004155,2014-11-01,5
OFF-PA-10004156,2012-06-01,3
OFF-PA-10004156,2012-08-01,3
OFF-PA-10004156,2012-12-01,5
OFF-PA-10004156,2013-03-01,1
OFF-PA-10004156,2014-01-01,1
OFF-PA-10004156,2014-06-01,4
OFF-PA-10004156,2014-12-01,3
OFF-PA-10004160,2012-01-01,2
OFF-PA-10004160,2012-06-01,3
OFF-PA-10004160,2014-11-01,4
OFF-PA-10004174,2012-06-01,2
OFF-PA-10004174,2013-12-01,4
OFF-PA-10004185,2013-01-01,4
OFF-PA-10004185,2013-02-01,1
OFF-PA-10004185,2013-05-01,3
OFF-PA-10004185,2014-04-01,2
OFF-PA-10004187,2011-09-01,3
OFF-PA-10004187,2012-12-01,8
OFF-PA-10004187,2014-06-01,2
OFF-PA-10004187,2014-11-01,3
OFF-PA-10004187,2014-12-01,3
OFF-PA-10004190,2011-12-01,3
OFF-PA-10004190,2012-05-01,3
OFF-PA-10004190,2012-10-01,1
OFF-PA-10004190,2012-12-01,5
OFF-PA-10004190,2013-06-01,3
OFF-PA-10004190,2013-07-01,4
OFF-PA-10004190,2013-12-01,1
OFF-PA-10004200,2013-06-01,3
OFF-PA-10004200,2013-07-01,2
OFF-PA-10004239,2012-05-01,6
OFF-PA-10004239,2014-03-01,2
OFF-PA-10004239,2014-09-01,3
OFF-PA-10004239,2014-12-01,1
OFF-PA-10004241,2011-12-01,2
OFF-PA-10004241,2012-11-01,2
OFF-PA-10004241,2013-08-01,9
OFF-PA-10004241,2013-10-01,5
OFF-PA-10004241,2014-05-01,2
OFF-PA-10004243,2013-04-01,2
OFF-PA-10004243,2013-10-01,3
OFF-PA-10004243,2014-06-01,2
OFF-PA-10004243,2014-09-01,5
OFF-PA-10004243,2014-11-01,10
OFF-PA-10004248,2011-04-01,3
OFF-PA-10004248,2012-07-01,5
OFF-PA-10004255,2012-05-01,7
OFF-PA-10004255,2012-12-01,6
OFF-PA-10004255,2014-09-01,2
OFF-PA-10004260,2011-08-01,2
OFF-PA-10004260,2011-10-01,2
OFF-PA-10004260,2013-06-01,4
OFF-PA-10004260,2013-11-01,3
OFF-PA-10004260,2013-12-01,5
OFF-PA-10004260,2014-01-01,2
OFF-PA-10004260,2014-06-01,4
OFF-PA-10004260,2014-12-01,2
OFF-PA-10004261,2011-10-01,2
OFF-PA-10004261,2013-12-01,2
OFF-PA-10004261,2014-10-01,3
OFF-PA-10004267,2011-05-01,4
OFF-PA-10004267,2011-06-01,11
OFF-PA-10004267,2011-10-01,6
OFF-PA-10004267,2012-05-01,6
OFF-PA-10004267,2013-12-01,2
OFF-PA-10004268,2011-06-01,4
OFF-PA-10004268,2012-12-01,8
OFF-PA-10004268,2013-08-01,5
OFF-PA-10004268,2013-12-01,7
OFF-PA-10004268,2014-08-01,5
OFF-PA-10004268,2014-11-01,4
OFF-PA-10004285,2012-01-01,3
OFF-PA-10004285,2012-02-01,2
OFF-PA-10004285,2013-01-01,9
OFF-PA-10004285,2013-11-01,2
OFF-PA-10004285,2014-11-01,2
OFF-PA-10004285,2014-12-01,3
OFF-PA-10004286,2011-10-01,2
OFF-PA-10004286,2014-08-01,5
OFF-PA-10004287,2012-10-01,4
OFF-PA-10004294,2011-09-01,9
OFF-PA-10004294,2011-10-01,5
OFF-PA-10004294,2012-04-01,5
OFF-PA-10004294,2012-11-01,10
OFF-PA-10004294,2013-09-01,5
OFF-PA-10004294,2014-03-01,2
OFF-PA-10004296,2012-08-01,6
OFF-PA-10004313,2011-12-01,3
OFF-PA-10004313,2012-03-01,2
OFF-PA-10004313,2012-09-01,5
OFF-PA-10004313,2012-10-01,3
OFF-PA-10004326,2012-01-01,3
OFF-PA-10004326,2012-09-01,5
OFF-PA-10004326,2013-03-01,3
OFF-PA-10004326,2013-07-01,5
OFF-PA-10004326,2014-03-01,2
OFF-PA-10004327,2013-04-01,3
OFF-PA-10004327,2013-05-01,6
OFF-PA-10004327,2013-12-01,1
OFF-PA-10004327,2014-09-01,3
OFF-PA-10004335,2012-08-01,3
OFF-PA-10004335,2013-01-01,2
OFF-PA-10004335,2013-05-01,4
OFF-PA-10004335,2014-04-01,3
OFF-PA-10004337,2012-10-01,3
OFF-PA-10004337,2014-05-01,4
OFF-PA-10004337,2014-06-01,4
OFF-PA-10004343,2011-06-01,2
OFF-PA-10004343,2012-02-01,3
OFF-PA-10004343,2012-06-01,2
OFF-PA-10004343,2012-09-01,1
OFF-PA-10004343,2014-04-01,4
OFF-PA-10004343,2014-11-01,3
OFF-PA-10004353,2011-05-01,2
OFF-PA-10004353,2011-08-01,13
OFF-PA-10004353,2013-08-01,5
OFF-PA-10004353,2013-11-01,3
OFF-PA-10004353,2014-07-01,5
OFF-PA-10004355,2012-06-01,1
OFF-PA-10004355,2013-07-01,1
OFF-PA-10004355,2014-09-01,4
OFF-PA-10004355,2014-10-01,8
OFF-PA-10004359,2011-11-01,6
OFF-PA-10004359,2012-03-01,2
OFF-PA-10004359,2012-12-01,1
OFF-PA-10004359,2013-01-01,2
OFF-PA-10004359,2013-06-01,2
OFF-PA-10004359,2013-07-01,2
OFF-PA-10004359,2013-09-01,9
